ID,Title,Category,Muscle_Group,Muscles,Equipment,Difficulty,GIF_URL,use_time,Description
339,Dumbbell Incline Front Raise,Strength,Shoulder,Deltoids,"Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/11761301-Dumbbell-Incline-Front-Raise_Shoulders_720.gif,False,Lie on an incline bench holding dumbbells
340,Dumbbell Incline Rear Lateral Raise,Strength,Shoulder,Deltoids,"Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/03261301-Dumbbell-Incline-Rear-Lateral-Raise_Shoulders_720.gif,False,Lie face down on an incline bench holding dumbbells
341,Dumbbell Lying One Arm Rear Lateral Raise,Strength,Shoulder,Deltoids,"Flat Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/03451301-Dumbbell-Lying-One-Arm-Rear-Lateral-Raise_shoulder_720.gif,False,Lie face down on a bench holding a dumbbell
342,Dumbbell Rear Delt Row,Strength,Shoulder,"Deltoids, Lats","Flat Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/03771301-Dumbbell-Rear-Delt-Row_shoulder_720.gif,False,Bend forward holding dumbbells
343,Dumbbell Rear Fly,Strength,Shoulder,"Deltoids, Lats",Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/04/03781301-Dumbbell-Rear-Fly_Shoulders_720.gif,False,Bend forward holding dumbbells
344,Dumbbell Rear Lateral Raise,Strength,Shoulder,Deltoids,Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/04/03801301-Dumbbell-Rear-Lateral-Raise_Shoulders_720.gif,False,Bend forward holding dumbbells
345,Dumbbell Rotation Reverse Fly,Strength,Shoulder,"Deltoids, Lats","Incline Bench, Dumbbells",3/3,https://fitcron.com/wp-content/uploads/2021/04/03861301-Dumbbell-Rotation-Reverse-Fly_Shoulders_720.gif,False,Bend forward holding dumbbells
346,Dumbbell Reverse Fly,Strength,Shoulder,"Deltoids, Lats","Incline Bench, Dumbbells",3/3,https://fitcron.com/wp-content/uploads/2021/04/03831301-Dumbbell-Reverse-Fly_Shoulders_720.gif,False,Bend forward holding dumbbells
347,Dumbbell Side Lying One Hand Raise,Strength,Shoulder,Deltoids,Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/04/04081301-Dumbbell-Side-Lying-One-Hand-Raise_Shoulders_720.gif,False,Lie on your side holding a dumbbell
348,Dumbbell Lying External Shoulder Rotation,Strength,Shoulder,Deltoids,Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/04/08631301-Dumbbell-lying-external-shoulder-rotation_Back_720.gif,False,Lie on your side holding a dumbbell
349,Dumbbell Cuban Press,Strength,Shoulder,"Deltoids, Triceps",Dumbbells,3/3,https://fitcron.com/wp-content/uploads/2021/04/02991301-Dumbbell-Cuban-Press_Shoulders_720.gif,False,Stand holding dumbbells
350,Dumbbell Lateral To Front Raise,Strength,Shoulder,Deltoids,Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/04/03351301-Dumbbell-Lateral-to-Front-Raise_Shoulders_720.gif,False,Stand holding dumbbells
351,Dumbbell Shrug Back Fix,Strength,Shoulder,"Deltoids, Upper Traps",Dumbbells,1/3,https://fitcron.com/wp-content/uploads/2021/04/04061301-Dumbbell-Shrug_Back-FIX_720.gif,False,Stand holding dumbbells
352,Dumbbell Arnold Press,Strength,Shoulder,"Deltoids, Triceps","Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/21371301-Dumbbell-Arnold-Press_Shoulders_720.gif,False,Sit holding dumbbells at shoulder height
353,Dumbbell Standing Around World,Strength,Shoulder,Deltoids,Dumbbells,3/3,https://fitcron.com/wp-content/uploads/2021/04/21431301-Dumbbell-Standing-Around-World_Shoulders_720.gif,False,Stand holding dumbbells
354,Dumbbell Scott Press,Strength,Shoulder,"Deltoids, Triceps",Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/04/23971301-Dumbbell-Scott-Press_Shoulders_720.gif,False,Sit holding dumbbells at shoulder height
355,Dumbbell Lying On Floor Rear Delt Raise,Strength,Shoulder,Deltoids,Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/04/24701301-Dumbbell-Lying-on-Floor-Rear-Delt-Raise_Shoulders_720.gif,False,Lie face down on the floor holding dumbbells
356,Dumbbell Face Down Lying Shoulder Press Male,Strength,Shoulder,"Deltoids, Triceps","Flat Bench, Dumbbells",3/3,https://fitcron.com/wp-content/uploads/2021/04/41251301-Dumbbell-Face-Down-Lying-Shoulder-Press-male_Shoulders_720.gif,False,Lie face down on a bench holding dumbbells
357,Dumbbell Seated Bent Over Rear Delt Row,Strength,Shoulder,"Deltoids, Lats",Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/04/42351301-Dumbbell-Seated-Bent-Over-Rear-Delt-Row_Shoulders_720.gif,False,Sit bent forward holding dumbbells
358,Dumbbell Incline T Raise,Strength,Shoulder,Deltoids,"Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/35421301-Dumbbell-Incline-T-Raise_Shoulders_720.gif,False,Lie face down on an incline bench holding dumbbells
359,Dumbbell Seated Lateral To Front Raise,Strength,Shoulder,Deltoids,Dumbbells,3/3,https://fitcron.com/wp-content/uploads/2021/04/42381301-Dumbbell-Seated-Lateral-to-Front-Raise_Shoulders_720.gif,False,Sit holding dumbbells
360,Dumbbell Seated Cuban Press,Strength,Shoulder,"Deltoids, Triceps",Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/04/41831301-Dumbbell-Seated-Cuban-Press_Shoulders_720.gif,False,Sit holding dumbbells
361,Dumbbell Bench Supported External Rotation,Strength,Shoulder,Deltoids,"Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/36931301-Dumbbell-Bench-Supported-External-Rotation_Back_720.gif,False,Lie face down on a bench holding a dumbbell
362,Dumbbell Low Fly,Strength,Shoulder,"Chest, Deltoids",Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/04/39111301-Dumbbell-Low-Fly_Chest_720.gif,False,Bend forward holding dumbbells
363,Dumbbell Incline Front Raise With Chest Support,Strength,Shoulder,Deltoids,"Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/39801301-Dumbbell-Incline-Front-Raise-with-Chest-Support_Shoulder_720.gif,False,Lie face down on an incline bench holding dumbbells
364,Dumbbell Seated Gittleson Shrug,Strength,Shoulder,"Deltoids, Upper Traps",Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/04/40531301-Dumbbell-Seated-Gittleson-Shrug_Back_720.gif,False,Sit holding dumbbells
365,Dumbbell Incline Two Front Raise With Chest Support,Strength,Shoulder,Deltoids,"Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/42361301-Dumbbell-Incline-Two-Front-Raise-with-Chest-Support_Shoulder_720.gif,False,Lie face down on an incline bench holding dumbbells
366,Dumbbell Seated Close Grip Press,Strength,Shoulder,"Deltoids, Triceps","Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/42371301-Dumbbell-Seated-Close-Grip-Press_Shoulders_720.gif,False,Sit holding dumbbells close together at shoulder height
367,Dumbbell Lateral Raise Shoulder Afix,Strength,Shoulder,Deltoids,Dumbbells,1/3,https://fitcron.com/wp-content/uploads/2021/04/03341301-Dumbbell-Lateral-Raise_shoulder-AFIX_720.gif,False,Stand holding dumbbells
368,Dumbbell Incline Y Raise,Strength,Shoulder,Deltoids,"Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/35411301-Dumbbell-Incline-Y-Raise_Shoulders_720.gif,False,Lie face down on an incline bench holding dumbbells
369,Barbell Rear Delt Raise,Strength,Shoulder,Deltoids,Barbell,2/3,https://fitcron.com/wp-content/uploads/2021/04/00751301-Barbell-Rear-Delt-Raise_shoulder_720.gif,False,Bend forward holding a barbell
370,Barbell Skier,Strength,Shoulder,Deltoids,Barbell,2/3,https://fitcron.com/wp-content/uploads/2021/04/01001301-Barbell-Skier_Shoulders_720.gif,False,Bend forward holding a barbell
371,Barbell Standing Front Raise Over Head,Strength,Shoulder,Deltoids,Barbell,3/3,https://fitcron.com/wp-content/uploads/2021/04/01071301-Barbell-Standing-Front-Raise-Over-Head_Shoulders_720.gif,False,Stand holding a barbell
372,Barbell Upright Row,Strength,Shoulder,"Deltoids, Triceps, Upper Traps",EZ Bar,1/3,https://fitcron.com/wp-content/uploads/2021/04/01201301-Barbell-Upright-Row_shoulder_720.gif,False,Stand holding a barbell
373,Standing Behind Neck Press,Strength,Shoulder,"Deltoids, Triceps",Barbell,2/3,https://fitcron.com/wp-content/uploads/2021/04/07881301-Standing-Behind-Neck-Press_Shoulders_720.gif,False,Stand holding a barbell behind neck
374,Barbell Standing Military Press Without Rack,Strength,Shoulder,"Deltoids, Triceps",Barbell,1/3,https://fitcron.com/wp-content/uploads/2021/04/11651301-Barbell-Standing-Military-Press-without-rack_Shoulders_720.gif,False,Stand holding a barbell at shoulder height
375,Ez Bar Standing Overhead Press,Strength,Shoulder,"Deltoids, Triceps",EZ Bar,2/3,https://fitcron.com/wp-content/uploads/2021/04/12261301-EZ-Bar-Standing-Overhead-Press_Shoulders_720.gif,False,Stand holding an EZ bar at shoulder height
376,Barbell Upright Row Ii,Strength,Shoulder,"Deltoids, Triceps",Barbell,2/3,https://fitcron.com/wp-content/uploads/2021/04/01191301-Barbell-Upright-Row-II_Shoulders_720.gif,False,Stand holding a barbell
377,Barbell Wide Grip Upright Row,Strength,Shoulder,"Deltoids, Triceps, Upper Traps",Barbell,2/3,https://fitcron.com/wp-content/uploads/2021/04/01231301-Barbell-Wide-Grip-Upright-Row_Shoulders_720.gif,False,Stand holding a barbell with a wide grip
378,Ez Barbell Anti Gravity Press,Strength,Shoulder,"Deltoids, Triceps","Incline Bench, EZ Bar",2/3,https://fitcron.com/wp-content/uploads/2021/04/04451301-EZ-Barbell-Anti-Gravity-Press_Shoulders_720.gif,False,Stand holding an EZ bar at shoulder height
379,Barbell Standing Bradford Press,Strength,Shoulder,"Deltoids, Triceps",Barbell,2/3,https://fitcron.com/wp-content/uploads/2021/04/01051301-Barbell-Standing-Bradford-Press_Shoulders_720.gif,False,Stand holding a barbell at shoulder height
380,Barbell Standing Close Grip Military Press,Strength,Shoulder,"Deltoids, Triceps",Barbell,2/3,https://fitcron.com/wp-content/uploads/2021/04/14561301-Barbell-Standing-Close-Grip-Military-Press_Shoulders_720.gif,False,Stand holding a barbell with a close grip at shoulder height
381,Barbell Overhead Shrug,Strength,Shoulder,"Deltoids, Upper Traps",Barbell,2/3,https://fitcron.com/wp-content/uploads/2021/04/29281301-Barbell-Overhead-Shrug_Back_720.gif,False,Stand holding a barbell overhead
382,Barbell Standing Wide Military Press,Strength,Shoulder,"Deltoids, Triceps",Barbell,2/3,https://fitcron.com/wp-content/uploads/2021/04/14571301-Barbell-Standing-Wide-Military-Press_Shoulders_720.gif,False,Stand holding a barbell with a wide grip at shoulder height
383,Barbell Incline Lying Rear Delt Raise,Strength,Shoulder,Deltoids,"Incline Bench, Barbell",2/3,https://fitcron.com/wp-content/uploads/2021/04/37221301-Barbell-Incline-Lying-Rear-Delt-Raise_Shoulder_720.gif,False,Lie face down on an incline bench holding a barbell
384,Barbell Shrug,Strength,Shoulder,"Deltoids, Upper Traps",Barbell,1/3,https://fitcron.com/wp-content/uploads/2021/04/00951301-Barbell-Shrug_Back_720.gif,False,Stand holding a barbell
385,Barbell Behind The Back Shrug,Strength,Shoulder,"Deltoids, Upper Traps",Barbell,1/3,https://fitcron.com/wp-content/uploads/2021/04/37301301-Barbell-Behind-The-Back-Shrug_Back_720.gif,False,Stand holding a barbell behind your back
386,Barbell Seated Shrug,Strength,Shoulder,"Deltoids, Upper Traps",Barbell,1/3,https://fitcron.com/wp-content/uploads/2021/04/40161301-Barbell-Seated-Shrug_Back_720.gif,False,Sit holding a barbell
387,Ez Bar Front Twist Raise,Strength,Shoulder,Deltoids,EZ Bar,3/3,https://fitcron.com/wp-content/uploads/2021/04/39861301-EZ-bar-Front-Twist-Raise_Shoulders_720.gif,False,Stand holding an EZ bar
388,Barbell Front Raise,Strength,Shoulder,Deltoids,Barbell,2/3,https://fitcron.com/wp-content/uploads/2021/04/00411301-Barbell-Front-Raise_Shoulders_720.gif,False,Stand holding a barbell
389,Ez Bar Incline Front Raise,Strength,Shoulder,Deltoids,"Incline Bench, EZ Bar",2/3,https://fitcron.com/wp-content/uploads/2021/04/39891301-EZ-bar-Incline-Front-Raise_Shoulders_720.gif,False,Lie on an incline bench holding an EZ bar
390,Lever Front Pulldown,Strength,Back,"Biceps, Lats, Lower Back",Machine,1/3,https://fitcron.com/wp-content/uploads/2021/04/05791301-Lever-Front-Pulldown_Back_720.gif,False,Sit in a lever pulldown machine
391,Reverse Grip Machine Lat Pulldown,Strength,Back,"Biceps, Lats, Lower Back",Machine,1/3,https://fitcron.com/wp-content/uploads/2021/04/06731301-reverse-grip-machine-lat-pulldown_Back_720.gif,False,Sit in a lever pulldown machine with a reverse grip
392,Lever Seated Row,Strength,Back,"Biceps, Lats, Lower Back",Machine,1/3,https://fitcron.com/wp-content/uploads/2021/04/13501301-Lever-Seated-Row_Back_720.gif,False,Sit in a lever row machine
393,Lever Reverse Grip Vertical Row,Strength,Back,"Biceps, Lats, Lower Back",Machine,1/3,https://fitcron.com/wp-content/uploads/2021/04/13481301-Lever-Reverse-Grip-Vertical-Row_Back_720.gif,False,Sit in a lever row machine with a reverse grip
394,Lever Seated Row Plate Loaded,Strength,Back,"Biceps, Lats, Lower Back",Machine,1/3,https://fitcron.com/wp-content/uploads/2021/04/26641301-Lever-Seated-Row-plate-loaded_Back_720.gif,False,Sit in a plate-loaded lever row machine
395,Lever Reverse T Bar Row,Strength,Back,"Biceps, Lats, Lower Back",Machine,2/3,https://fitcron.com/wp-content/uploads/2021/04/13491301-Lever-Reverse-T-Bar-Row_Back_720.gif,False,Stand in a lever T-bar row machine
396,Lever Lying T Bar Row,Strength,Back,"Biceps, Lats, Lower Back",Machine,2/3,https://fitcron.com/wp-content/uploads/2021/04/11941301-Lever-Lying-T-bar-Row_Back_720.gif,False,Lie face down in a lever T-bar row machine
397,Lever Bent Over Row With V Bar Plate Loaded,Strength,Back,"Biceps, Lats, Lower Back",Machine,2/3,https://fitcron.com/wp-content/uploads/2021/04/32001301-Lever-Bent-over-Row-with-V-bar-plate-loaded_Back_720.gif,False,Bend forward in a plate-loaded lever row machine with a V-bar
398,Landmine One Arm Bent Over Row,Strength,Back,"Biceps, Lats, Lower Back",Machine,1/3,https://fitcron.com/wp-content/uploads/2021/04/40381301-Landmine-One-Arm-Bent-Over-Row_Back_720.gif,False,Bend forward holding a landmine barbell with one hand
399,Smith Single Arm Bent Over Row,Strength,Back,"Biceps, Lats, Lower Back",Machine,1/3,https://fitcron.com/wp-content/uploads/2021/04/39451301-Smith-Single-Arm-Bent-Over-Row_Back_720.gif,False,Bend forward beside a Smith machine
400,Inverted Row Ii,Strength,Back,"Biceps, Lats, Lower Back",Other,3/3,https://fitcron.com/wp-content/uploads/2021/04/04971301-Inverted-Row-II_Back_720.gif,False,Hang under a low bar
401,Mixed Grip Chin Up,Strength,Back,"Biceps, Lats",Other,2/3,https://fitcron.com/wp-content/uploads/2021/04/06271301-Mixed-Grip-Chin-up_back_720.gif,False,Hang from a pull-up bar with one palm facing you
402,One Arm Chin Up,Strength,Back,"Biceps, Lats",Other,2/3,https://fitcron.com/wp-content/uploads/2021/04/06381301-One-Arm-Chin-Up_back_720.gif,False,Hang from a pull-up bar with one hand
403,Brachialis Pull Up,Strength,Back,"Biceps, Lats",Other,2/3,https://fitcron.com/wp-content/uploads/2021/04/01401301-Brachialis-Pull-up_Forearms_720.gif,False,Hang from a pull-up bar with a neutral grip. Pull your chest to the bar
404,Chin Up,Strength,Back,"Biceps, Lats",Other,2/3,https://fitcron.com/wp-content/uploads/2021/04/13261301-Chin-Up_Back_720.gif,False,Hang from a pull-up bar with palms facing you. Pull your chest to the bar
405,Wide Grip Rear Pull Up,Strength,Back,"Biceps, Deltoids, Lats",Other,2/3,https://fitcron.com/wp-content/uploads/2021/04/13671301-Wide-Grip-Rear-Pull-Up_Back_720.gif,False,Hang from a pull-up bar with a wide overhand grip. Pull your chest to the bar
406,Wide Grip Pull Up,Strength,Back,"Biceps, Deltoids, Lats",Other,2/3,https://fitcron.com/wp-content/uploads/2021/04/14291301-Wide-Grip-Pull-Up_Back_720.gif,False,Hang from a pull-up bar with a wide overhand grip. Pull your chest to the bar
407,Shoulder Grip Pull Up,Strength,Back,"Biceps, Deltoids, Lats",Other,2/3,https://fitcron.com/wp-content/uploads/2021/04/17631301-Shoulder-Grip-Pull-up_Back_720.gif,False,Hang from a pull-up bar with a wide overhand grip at shoulder width. Pull your chest to the bar
408,Hammer Grip Pull Up On Dip Cage,Strength,Back,"Biceps, Lats",Other,2/3,https://fitcron.com/wp-content/uploads/2021/04/18651301-Hammer-Grip-Pull-up-on-Dip-Cage_Back_720.gif,False,Hang from a dip cage with a neutral grip. Pull your chest to the bars
409,Wide Grip Pull Up On Dip Cage,Strength,Back,"Biceps, Deltoids, Lats",Other,3/3,https://fitcron.com/wp-content/uploads/2021/04/18661301-Wide-Grip-Pull-Up-on-Dip-Cage_Back_720.gif,False,Hang from a dip cage with a wide overhand grip. Pull your chest to the bars
410,Weighted One Hand Pull Up,Strength,Back,"Biceps, Lats",Other,3/3,https://fitcron.com/wp-content/uploads/2021/04/32901301-Weighted-One-Hand-Pull-up_720.gif,False,Hang from a pull-up bar with one hand
411,Archer Pull Up,Strength,Back,"Biceps, Lats",Other,3/3,https://fitcron.com/wp-content/uploads/2021/04/32931301-Archer-Pull-up_Back_720.gif,False,Hang from a pull-up bar with a wide grip. Pull your chest toward one hand
412,Chin Up Around The Bar,Strength,Back,"Biceps, Lats",Other,2/3,https://fitcron.com/wp-content/uploads/2021/04/42071301-Chin-Up-Around-the-Bar_Back_720.gif,False,Hang from a pull-up bar with palms facing you. Pull your chest to the bar
413,Hanging Scapular Shrug,Strength,Back,"Biceps, Deltoids, Lats, Upper Traps",Other,2/3,https://fitcron.com/wp-content/uploads/2021/04/41771301-Hanging-Scapular-Shrug_Back_720.gif,False,Hang from a pull-up bar
414,Elbow Lift Reverse Push Up,Strength,Back,"Biceps, Lats, Triceps",Flat Bench,2/3,https://fitcron.com/wp-content/uploads/2021/04/17721301-Elbow-Lift-Reverse-Push-Up_Back_720.gif,False,Hang under a low bar
415,Underhand Grip Inverted Back Row,Strength,Back,"Biceps, Lats",Other,1/3,https://fitcron.com/wp-content/uploads/2021/04/12231301-Underhand-Grip-Inverted-Back-Row_720.gif,False,Hang under a low bar with an underhand grip
416,Inverted Row Back Fix,Strength,Back,"Biceps, Lats, Lower Back",Other,1/3,https://fitcron.com/wp-content/uploads/2021/04/04991301-Inverted-Row_Back-FIX_720.gif,False,Hang under a low bar with an overhand grip
417,Hyperextension Version 2,Strength,Back,"Glutes, Lower Back",Other,2/3,https://fitcron.com/wp-content/uploads/2021/04/18601301-Hyperextension-VERSION-2_Hips_720.gif,False,Lie face down on a hyperextension bench
418,Hyperextension,Strength,Back,"Glutes, Lower Back",Other,1/3,https://fitcron.com/wp-content/uploads/2021/04/04891301-Hyperextension_Waist_720.gif,False,Lie face down on a hyperextension bench
419,Exercise Ball Alternating Arm Ups,Strength,Core,"Abs, Lats, Lower Back, Obliques, Triceps",Stability Ball,2/3,https://fitcron.com/wp-content/uploads/2021/04/13321301-Exercise-Ball-Alternating-Arm-Ups_Back_720.gif,False,Lie on your back on an exercise ball
420,Back Extension On Exercise Ball,Strength,Core,"Abs, Glutes, Lower Back",Stability Ball,2/3,https://fitcron.com/wp-content/uploads/2021/04/13141301-Back-Extension-on-Exercise-Ball_Back_720.gif,False,Lie face down on an exercise ball
421,Dumbbell Bent Over Row Back,Strength,Back,"Biceps, Lats, Lower Back",Dumbbells,1/3,https://fitcron.com/wp-content/uploads/2021/04/02921301-Dumbbell-Bent-over-Row_back_Back_720.gif,False,Bend forward holding dumbbells
422,Dumbbell Straight Arm Pullover Chest Fix,Strength,Back,"Biceps, Chest, Lats","Flat Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/04331301-Dumbbell-Straight-Arm-Pullover_Chest-FIX_720.gif,False,Lie on a bench holding a dumbbell overhead
423,Dumbbell Hammer Grip Incline Bench Two Arm Row,Strength,Back,"Biceps, Lats","Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/33201301-Dumbbell-Hammer-Grip-Incline-Bench-Two-Arm-Row_Back_720.gif,False,Lie face down on an incline bench with dumbbells
424,Dumbbell Incline Row,Strength,Back,"Biceps, Lats, Lower Back","Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/03271301-Dumbbell-Incline-Row_Back_720.gif,False,Lie face down on an incline bench with dumbbells
425,Dumbbell Reverse Grip Incline Bench Two Arm Row,Strength,Back,"Biceps, Lats","Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/13311301-Dumbbell-Reverse-Grip-Incline-Bench-Two-Arm-Row_Back_720.gif,False,Lie face down on an incline bench with dumbbells
426,Dumbbell Bent Over Row Back Fix,Strength,Back,"Biceps, Lats, Lower Back",Dumbbells,1/3,https://fitcron.com/wp-content/uploads/2021/04/02931301-Dumbbell-Bent-Over-Row_Back-FIX_720.gif,False,Bend forward holding dumbbells
427,Dumbbell Palm Rotational Bent Over Row,Strength,Back,"Biceps, Lats",Dumbbells,1/3,https://fitcron.com/wp-content/uploads/2021/04/13291301-Dumbbell-Palm-Rotational-Bent-Over-Row_Back_720.gif,False,Bend forward holding dumbbells
428,Dumbbell Bent Over Reverse Row,Strength,Back,"Biceps, Deltoids, Lats",Dumbbells,1/3,https://fitcron.com/wp-content/uploads/2021/04/37991301-Dumbbell-Bent-Over-Reverse-Row_Back_720.gif,False,Bend forward holding dumbbells
429,Ez Bar Lying Bent Arms Pullover,Strength,Back,"Biceps, Chest, Lats","Flat Bench, EZ Bar",2/3,https://fitcron.com/wp-content/uploads/2021/04/30101301-EZ-Bar-Lying-Bent-Arms-Pullover_Back_720.gif,False,Lie on a bench holding an EZ bar overhead
430,Barbell One Arm Bent Over Row,Strength,Back,"Biceps, Lats, Lower Back",Barbell,1/3,https://fitcron.com/wp-content/uploads/2021/04/00641301-Barbell-One-Arm-Bent-over-Row_Back_720.gif,False,Bend forward
431,Barbell Reverse Grip Incline Bench Row,Strength,Back,"Biceps, Lats","Incline Bench, Barbell",2/3,https://fitcron.com/wp-content/uploads/2021/04/13171301-Barbell-Reverse-Grip-Incline-Bench-Row_Back_720.gif,False,Lie face down on an incline bench with a barbell
432,Barbell Incline Row,Strength,Back,"Biceps, Lats, Lower Back","Incline Bench, Barbell",2/3,https://fitcron.com/wp-content/uploads/2021/04/00491301-Barbell-Incline-Row_Back_720.gif,False,Lie face down on an incline bench with a barbell
433,Barbell Reverse Grip Bent Over Row Back Fix,Strength,Back,"Biceps, Lats",Barbell,1/3,https://fitcron.com/wp-content/uploads/2021/04/01181301-Barbell-Reverse-Grip-Bent-over-Row_Back-FIX_720.gif,False,Bend forward holding a barbell with an underhand grip
434,Barbell Bent Over Row Back Fix,Strength,Back,"Biceps, Lats, Lower Back",Barbell,1/3,https://fitcron.com/wp-content/uploads/2021/04/00271301-Barbell-Bent-Over-Row_Back-FIX_720.gif,False,Bend forward holding a barbell
435,Barbell Bent Over Wide Grip Row,Strength,Back,"Biceps, Deltoids, Lats",Barbell,2/3,https://fitcron.com/wp-content/uploads/2021/04/37211301-Barbell-Bent-Over-Wide-Grip-Row_Back_720.gif,False,Bend forward holding a barbell with a wide grip
436,Cable Alternate Triceps Extension Upper Arms,Strength,Arms,"Forearms, Triceps",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/01491301-Cable-Alternate-Triceps-Extension_Upper-Arms_720.gif,False,Stand at a cable machine with a high attachment
437,Cable Concentration Extension On Knee Upper Arms,Strength,Arms,"Forearms, Triceps",Cable,1/3,https://fitcron.com/wp-content/uploads/2021/04/01521301-Cable-Concentration-Extension-on-knee_Upper-Arms_720.gif,False,Kneel at a cable machine with a high attachment
438,Cable Incline Triceps Extension Upper Arms,Strength,Arms,"Forearms, Triceps","Incline Bench, Cable",2/3,https://fitcron.com/wp-content/uploads/2021/04/01731301-Cable-Incline-Triceps-Extension_Upper-Arms_720.gif,False,Lie on an incline bench facing a cable machine
439,Cable Overhead Triceps Extension Rope Attachment Upper Arms,Strength,Arms,"Forearms, Triceps",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/01941301-Cable-Overhead-Triceps-Extension-rope-attachment_Upper-Arms_720.gif,False,Stand facing away from a cable machine with a rope
440,Cable Rear Drive Upper Arms,Strength,Arms,"Forearms, Triceps",Cable,3/3,https://fitcron.com/wp-content/uploads/2021/04/02041301-Cable-Rear-Drive_Upper-Arms_720.gif,False,Stand facing a cable machine with a low attachment
441,Cable Standing One Arm Triceps Extension Upper Arms,Strength,Arms,"Forearms, Triceps",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/02311301-Cable-Standing-One-Arm-Triceps-Extension_Upper-Arms_720.gif,False,Stand at a cable machine with a high attachment
442,Cable Triceps Pushdown V Bar Attachment Upper Arms,Strength,Arms,"Forearms, Triceps",Cable,1/3,https://fitcron.com/wp-content/uploads/2021/04/02411301-Cable-Triceps-Pushdown-V-bar-attachment_Upper-Arms_720.gif,False,Stand at a cable machine with a V-bar
443,Cable Kickback Upper Arms,Strength,Arms,"Forearms, Triceps",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/08601301-Cable-kickback_Upper-arms_720.gif,False,Bend forward at a cable machine with a low attachment
444,Cable Standing One Arm Tricep Pushdown Overhand Grip Upper Arms,Strength,Arms,"Forearms, Triceps",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/12271301-Cable-Standing-One-Arm-Tricep-Pushdown-Overhand-Grip_Upper-Arms_720.gif,False,Stand at a cable machine with a high attachment
445,Cable Kneeling Triceps Extension Upper Arms,Strength,Arms,"Forearms, Triceps","Flat Bench, Cable",2/3,https://fitcron.com/wp-content/uploads/2021/04/01761301-Cable-Kneeling-Triceps-Extension_Upper-Arms_720.gif,False,Kneel facing away from a cable machine with a high attachment
446,Cable Lying Triceps Extension Ii Upper Arms,Strength,Arms,"Forearms, Triceps",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/01861301-Cable-Lying-Triceps-Extension-II_Upper-Arms_720.gif,False,Lie on a bench facing a cable machine
447,Cable One Arm Side Triceps Pushdown Upper Arms,Strength,Arms,"Forearms, Triceps",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/16091301-Cable-One-Arm-Side-Triceps-Pushdown_Upper-arms_720.gif,False,Stand sideways to a cable machine
448,Cable Reverse Grip Triceps Pushdown Sz Bar Upper Arms,Strength,Arms,"Forearms, Triceps",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/16061301-Cable-Reverse-Grip-Triceps-Pushdown-SZ-bar_Upper-arms_720.gif,False,Stand at a cable machine with an SZ bar
449,Cable One Arm Tricep Pushdown Upper Arms,Strength,Arms,"Forearms, Triceps",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/04/17231301-Cable-One-Arm-Tricep-Pushdown_Upper-Arms_720.gif,False,Stand at a cable machine with a high attachment
